global_sentence_id,document_id,sentence_id,sentence
11063,123,150,און זי האָט עפּעס אױסגעטראַכט.
11064,123,151,"אײן מאָל האָבן זיך די לוריעס געכאַפּט, אַז צילקע איז נישטאָ: װוּ איז זי?"
11065,123,152,"האָט איבער די צימערן געקלונגען איר נאָמען: „צילקע!“ אױף די טרעפּ, אױפֿן הױף, אױף דער גאַס — זי איז אין ערגעץ נישט געװען."
11066,123,153,"האָט מען זי געזוכט אױפֿן בױדעם, אין קעלער און אַפֿילו אין ברונעם — אין ערגעץ נישט געװען."
11067,123,154,מען האָט פּאָליציע געמאָלדן.
11068,123,155,צום משרת איסר אין װאַלד אַרײַן האָט מען אַװעקגעשיקט אַ שליח: צילקע איז נעלם געװאָרן!
11069,123,156,גאָט זאָל אױסהיטן — אפֿשר האָט אַן אומגליק געטראָפֿן.
11070,123,157,"דער שװײַגנדיקער איסר איז געקומען קײן גראָדנע צו די לוריעס און די גאַנצע שטאָט האָט זיך געלאָזט זוכן, פֿאָרשן."
11071,123,158,װוּ איז צילקע?
11072,123,159,און צילקע איז געװען אין אַ דאָרף בײַ די פּױערים.
11073,123,160,"פֿאַר נאַכט, זיצנדיק בײַ די לוריעס, װען אין די איבעריקע חדרים האָט מען געזונגען און געשפּילט, איז צילקע זײער אומעטיק געװען."
11074,123,161,"װאָס העכער מען האָט דאָרט געזונגען, אַלץ גרעסער איז געװען איר בענקשאַפֿט."
11075,123,162,"און אַלײן נישט װיסנדיק, װאָס זי טוט, האָט זי פֿאַרלאָזן דאָס הױז און איז אַראָפּ אױף דער גאַס."
11076,123,163,פֿון אײן גאַס אױף דער צװײטער — ביז זי איז געקומען צום פֿעלד.
11077,123,164,זי איז געגאַנגען אַלץ ווײַטער.
11078,123,165,"אַרום האָבן זיך פֿעלדער געצױגן, גרילן האָבן געזעגט די לופֿט, אַ שטיק הימל איז נאָך רױט געװען, נאָר װאָס אַ רגע איז אַלץ טונקעלער געװאָרן."
11079,123,166,און צילקע איז געגאַנגען פֿאָרױס.
11080,123,167,"אָט לױפֿט אָן אַ װינטל, דערלאַנגט אַ גלעט דעם אײנזאַמען מײדל און גײט זיך װײַטער זײַן װעג."
11081,123,168,"דעם װינטל איז בעסער פֿאַר צילקען, עס באַדאַרף קײן הײם נישט, עס שרעקט זיך נישט פֿאַר קײנעם."
11082,123,169,"און זי…
זי איז געגאַנגען אין איר געליבטן װאַלד, צו דער מומע ניכען, צום טאַטן צום שװײַגנדיקן."
11083,123,170,"זי איז גיך מיד געװאָרן, און װען נישט די שרעק, װאָס איז איר איצט באַפֿאַלן, װאָלט זי פֿון מידקײט אומגעפֿאַלן."
11084,123,171,זי איז געגאַנגען אַלץ װײַטער.
11085,123,172,פֿון די עקן װעלט האָבן זיך נאָך געזען טונקעלע װעלדער.
11086,123,173,װוּ איז אָבער איר װאַלד?
11087,123,174,"עס איז שױן נאַכט, אַרום און אַרום ליגט שױן די פֿינצטערניש."
11088,123,175,"װײַט־װײַט אין דער פֿינצטערניש פֿײַפֿט דער צוג, װי אַ ווילדע חיה — צילקע ציטערט אױף און נעמט לױפֿן אַ דערשראָקענע, אַן עלנטע."
11089,123,176,"זי װאָלט שױן װעלן גײן צוריק, נאָר אומעטום איז פֿינצטער."
11090,123,177,"זי זעט קײנעם נישט, נאָר זי הערט אַ װײַטן רױש."
11091,123,178,דאָס איז דער צוג ערגעץ אין דער פֿינצטערניש אַנטלאָפֿן מיט אַ ברײטן שרעקעדיקן „הו־הו“.
11092,123,179,"דערנאָך רײַסט זיך דער רױש אָפּ און עס בלײַבט אַ גרױסע שטילקײט, אַן אײנזאַמקײט פֿאַר דער גאַנצער װעלט."
11093,123,180,אונטער די פֿיס שאַרט זיך אַ טרוקן בלאַט און דאָס שרעקט.
11094,123,181,"עטלעכע האָר פֿון צילקעס קאָפּ פֿאַלן אַראָפּ אױף איר פּנים…
און דאָס דערשרעקט אױך."
11095,123,182,זי ציטערט פֿון אַלץ אױף.
11096,123,183,דערנאָך… דערנאָך — געדענקט זי ביז הײַנטיקן טאָג נישט װאָס עס איז פֿאָרגעקומען.
11097,123,184,"זי האָט זיך אױפֿגעכאַפּט אין אַ דאָרף, אַ פּױערטע איז געזעסן נעבן איר און דערנאָך זענען אַ סך פּױערים געקומען און יעדערער האָט עפּעס געפֿרעגט, נאָר צילקע האָט נישט געענטפֿערט."
11098,123,185,אױף אַ לאַנגער צײַט איז בײַ איר דאָס לשון אָפּגענומען געװאָרן.
11099,123,186,"װער װײס װאָס מיט איר װאָלט געװען, נאָר אינעם דאָזיקן דאָרף האָט פֿאַרבלאָנדזשעט אַ גראָדנער ייִד און װען ער האָט דערזען דאָס ייִדישע מײדל, האָט ער זיך דערמאָנט די געשיכטע אַז פֿון די לוריעס איז אַרױסגעגאַנגען אַ יתומה, אַ װאַלד־מײדל, און איז פֿאַרשװוּנדן געװאָרן."
11100,123,187,ער האָט עס געגעבן צו װיסן אין שטאָט.
11101,123,188,מען האָט צילקען פֿון דאָרטן צוגענומען און געבראַכט אין װאַלד.
11102,123,189,"קומענדיק אין װאַלד איז זי אַרױפֿגעפֿאַלן דער מומע ניכען אױפֿן האַלדז, האָט זיך פֿונאַנדערגעװײנט און האָט צוריק רעדן גענומען."
11103,123,190,"די פּױערים, װאָס האָבן געאַרבעט אין װאַלד האָבן דאַן געזאָגט צו איסרן, ער זאָל זי מער אין שטאָט נישט שיקן, װײַל דאָס קאָן זיך ענדיקן זײער שלעכט: דאָס קינד איז צו פֿיל צונױפֿגעבונדן מיטן װאַלד, אַזאַ בײמעלע קאָן מען נישט איבערפֿלאַנצן."
11104,123,191,"ביסלעכװײַז איז צילקע געקומען צו זיך און גענומען זיך שפּילן, לױפֿן און בלאָנדזשען איבערן װאַלד."
11105,123,192,"אין שטאָט האָט מען זי געלערנט אַ ביסל לײענען און חשבונען, האָט זי איצט געהאַט אַן אַרבעט: איבערצײלן די בײמער פֿון װאַלד."
11106,123,193,"פֿלעגט זי אַזױ אָנהײבן צײלן: אײנס, צװײ, דרײַ, פֿיר און שױן בײַ צװאַנציקער פֿלעגט זי זיך פֿאַרפּלאָנטערן און מוזן אױפֿהערן."
11107,123,194,"אַלע סאָסנעס פֿלעגן זיך צונױפֿגיסן, װי אַ גרױסע גאָלדענע װאַנט און פֿון צילקעס קאַפּריז איז גאָרנישט געװאָרן."
11108,123,195,"זי האָט גיך אױפֿגעלעבט, נאָר דער זומער איז שױן געגאַנגען צום סוף."
11109,123,196,עס איז נאָך געװען אַ לאַנגער װאַרעמער הערבסט.
11110,123,197,דערנאָך איז קאַלט געװאָרן.
11111,123,198,די מומע ניכע האָט צוגעמאַכט די טיר און געהײצט אין אױװן.
11112,123,199,בײַ נאַכט האָט דער װאַלד געיאָמערט מיט טױזנטער קולות.
11113,123,200,צילקע האָט ליב געהאַט די דאָזיקע נעכט פֿון לאַנגן שװײַגן און פֿינצטערניש.
11114,123,201,זי האָט עס ליב געהאַט און דערבײַ האָט זי זיך געשראָקן.
11115,123,202,"די מומע ניכע פֿלעגט איר דערצײלן אין אַזעלכע נעכט מעשׂיות פֿון חומש…
המשך קומט..."
11116,124,0,פֿון דעמאָלט אָן איז שױן צילקע געבליבן אין װאַלד.
11117,124,1,"דער אַלטער איסר האָט צוגענומען פֿאַר איר אַ לערער און שטאַרק אַכטונג געגעבן, אַז זי זאָל צו פֿיל נישט אַרומלױפֿן מיט די קינדער פֿון שאָסײ־װעכטער."
11118,124,2,"און דער שאָסײ־װעכטער, איװאַן, מיט אַ גרױסער בלאָנדער באָרד, פֿלעגט אָפֿט צוקומען צום גרױסן הױז, װאָס איז געשטאַנען בײַם שמאָלן טײַכל אין װאַלד."
11119,124,3,"ער פֿלעגט רעדן מיט דער אַלטער ניכען און מיט איסרן בעת צילקע איז צוריקגעקומען פֿון גראָדנע, און קײנער האָט נישט פֿאַרשטאַנען פֿאַר װאָס זי איז פֿון דאָרטן אַנטלאָפֿן, האָט ער, איװאַן, אױך אַרױסגעזאָגט זײַן מײנונג:
— דער װאַלד האָט זי גערופֿן."
11120,124,4,"אַזאַ װעװריק, װי אײַער טאָכטער, װעט זיך אין שטאָט נישט אױפֿהאַלטן."
11121,124,5,"זי האָט געבענקט, זי װאָלט דאָרט פֿון בענקשאַפֿט געשטאָרבן... יאָ, יאָ... די סאָסנעס און דאָס טײַכל איז בײַ איר אין דער נשמה אַרײַן."
11122,124,6,"דערבײַ איז צילקע פֿאַרבײַגעגאַנגען, האָט ער בײַ איר אַ פֿרעג געטאָן?"
11123,124,7,"— צילקע, דו װילסט אין שטאָט?"
11124,124,8,"דאָרט איז אַזױ ליכטיק, רוישיק...
צילקע איז בלײך געװאָרן און אַנטלאָפֿן אַן אױפֿגערעגטע אונטער די בײמער ערגעץ."
11125,124,9,"און דער אַלטער איסר האָט זיך געבײזערט אױף איװאַנען, פֿאַר װאָס ער האָט די שטאָט דערמאָנט."
11126,124,10,"צילקע איז געװאַקסן, װי אַ יונגע סאָסנע."
11127,124,11,"זי האָט געלערנט און כּמעט אַלץ פֿאַרגעסן, װאָס זי האָט געלערנט...
דאָך פֿון די אַלע ביכלעך־מעשׂיות און פֿון אַלץ, װאָס דער לערע פֿלעגט איר דערצײלן, איז עפּעס געבליבן אין איר נשמה און נישט אײן מאָל פֿלעגט טרעפֿן, אַז בלאָנדזשענדיק אין װאַלד פֿלעגט זי בלײַבן שטײן, אױפֿעפֿענען אַ פּאָר אױגן און זיך פֿאַרטראַכטן...
פֿון דער גרױסער װעלט."
11128,124,12,פֿון אַלע מענטשן.
11129,124,13,"פֿון טױט...
און קײנער פֿלעגט קײן ענטפֿער אױף די געדאַנקען נישט געבן."
11130,124,14,"דער װאַלד איז געשטאַנען אַנטקעגן די אױגן מיט טױזנטער שװײַגנדיקע בײמער און בלינד געקוקט אױף דעם באָרװעסן מײדעלע, אױף צילקען, בײַ װעמען די אַקסלען זענען רונדער געװאָרן איבערן זומער."
11131,124,15,פֿלעגט צילקען אין אַזאַ רגע דערעסן איר אײגן שװײַגן און דעם װאַלדס שװײַגן.
11132,124,16,"עפֿנט זי אױף איר מױל און נעמט שרײַען, זינגען אין װאַלד."
11133,124,17,"זי הערט דעם עכאָ פֿון איר קול, װיל זי נישט, אַז עפּעס זאָל זי איבערשרײַען."
11134,124,18,שרײַט זי נאָך העכער און פֿלינקער.
11135,124,19,"גײט עס אַװעק אַ לאַנג, אַ פֿרײלעך שפּיל אין װאַלד."
11136,124,20,"אַ מײדל, װאָס װאַקסט דאָ אײנזאַם צװישן די בײמער, שפּילט זיך מיטן װידערקול."
11137,124,21,"און דאָס װידערקול, װאָס לעבט דאָ אײנזאַם אױף די שפּיצן פֿון די בײמער און צװישן די לײדיקע שאָטנס אונטער די בײמער, דאָס װידערקול שפּילט זיך מיט צילקען, אין דעם דאָזיקן שפּיל רײַסט זיך אױך אַרײַן אַ קװיטש פֿון אַ צעשראָקענעם װעװריק, פֿון אַן אומבאַקאַנטן פֿױגל...
װאַלד לעבט און שװײַגט."
11138,124,22,"צילקע לעבט און זינגט און אַ מאָל װערט זי אומעטיק, װי אַלץ, װאָס לעבט אונטער דער זון."
11139,124,23,װערט דאָך אַ מאָל דער הימל אַזױ גראָ פֿאַרטרױערט.
11140,124,24,"זיצט דאָך אױפֿן שאָסײ, אױף די טעלעגראַף־דראָטן אַ קראָ און טרױערט, און די אַלע בײמער פֿון װאַלד ציִען זיך אָפֿט אױס לענגער, װי זײ זענען און טרױערן, טרױערן."
11141,124,25,"פֿאַר װאָס זאָל זיך נישט פֿאַרטרױערן אַזאַ צילקע, װעלכע האָט קײן מאָל נישט געזען איר יונג־פֿאַרשטאָרבענע מאַמע און בײַ װעלכער דער טאַטע איז אַזאַ שװײַגנדיקער."
11142,124,26,"אין אַזעלכע טעג לױפֿט זי קיין מסטיבאָװע, אָדער אין דעם פֿאָלװאַרק פּרודנע, טומלט זיך אַ ביסל צװישן די מענטשן און קומט צוריק מיט נײַע געזאַנגען, װעלכע װעבן דאָ זיך אױס אין די גרינע שאָטנס."
11143,124,27,אין די שװײַגנדיקע נעכט.
11144,124,28,"פֿרילינג און זומער פֿלעגט זײער גיך אַריבערלױפֿן, נאָר שפּעטער אין הערבסט, װען די טיר פֿלעגט מען צומאַכן און אין גרױסן שטומען װאַלד בלײַבן בלױז די דרײַ מענטשן: איסר, ניכע און צילקע...
און אַרום כאַפּט זיך אַרײַן אַ װינט."
11145,124,29,װי אַ בײזער װאָלף צעיאָמערט ער זיך און שרעקט.
11146,124,30,אַלע דרײַ פֿלעגן מיט אַ מאָל שװײַגנדיקער װערן.
11147,124,31,"די צװײ אַלטע האָבן אַװדאי אין אַזעלכע רגעס געטראַכט פֿון זײער פֿאַרגאַנגענהײט, פֿון אומעטיקע און געמיטלעכע טעג."
11148,124,32,אָבער די קלײנע צילקע — פֿון װאָס האָט זי געטראַכט?
11149,124,33,װאָס האָט זי גענומען פֿון דעם הערבסטװינטל?
11150,124,34,"דערמאָנען זיך, האָט זי נישט געהאַט װאָס און טראַכטן פֿון דער צוקונפֿט, גלױבן אין עפּעס, װאַרטן אױף װעמען...
אפֿשר אױף דעם נײַעם זומער, מען זאָל װידער קאָנען אַרומלױפֿן באָרװעס און האַלב נאַקעט, שפּרינגען אין פֿלאַכן טײַכל און שפּריצן מיט די פֿיס די זילבערנע קאַלטקײט, װאָס טראָגט זיך צװישן די שאָטנס פֿון די סאָסנעס."
11151,124,35,"— מומע, פֿאַר װאָס איז נישט אײביק זומער?"
11152,124,36,װוּ זענען אַהינגעקומען די אַלע זינגערס פֿון װאַלד?
11153,124,37,פֿאַר װאָס איז דאָס טײַכל אַזױ עלנט געװאָרן?
11154,124,38,אָט אַזעלכע פֿראַגן פֿלעגט פֿון איר הערן די מומע ניכע אין די הערבסטטעג.
11155,124,39,"און אַז אין דעם װאַרעמען װאַלדהױז פֿלעגט זיך אָנקלײַבן צו פֿיל אומעט און לאַנגװײַליקײט, דאַן פֿאָרט איסר אַװעק אין שטאָט אַרײַן „מאַכן חשבונות“ מיט די לוריעס און די מומע ניכע פֿלעגט צירעװען זאָקן."
11156,124,40,שפּעטער איז אױך צוגעקומען דער לערער.
11157,124,41,"ער האָט געהאַט לאַנגע האָר און האָט נאָר גערעדט פֿון פּעטערבורג, פֿון אוניװערסיטעט."
11158,124,42,צילקע האָט אים נישט פֿאַרשטאַנען.
11159,124,43,"נאָר יענער האָט נישט געהאַט פֿאַר װעמען צו רעדן, פֿלעגט ער פֿאַר איר אַלץ אױסדערצײלן."
11160,124,44,"— װען איך װעל זײַן אַ סטודענט, — האָט ער אַ מאָל צו איר געזאָגט."
11161,124,45,— װעט װאָס זײַן?
11162,124,46,— װעל איך דיך צונעמען אין פּעטערבורג און איך װעל דיך מאַכן פֿאַר אַ מענטש.
11163,124,47,— און װאָס בין איך איצט?
11164,124,48,— האָט צילקע געפֿרעגט.
11165,124,49,— אַ קאָזקע!
11166,124,50,— האָט דער לערער געענטפֿערט.
11167,124,51,"צילקען איז פֿון דעם ענטפֿער געװאָרן פֿרײלעך און זי האָט גענומען מעקען, װי אַ קאָזע און שפּרינגען און לאַכן."
11168,124,52,"די מומע האָט זיך אָפּגעריסן פֿון איר אָרט מיט דער זאָק אין האַנט און גענומען שטראָפֿן צילקען:
— צילקע, דו שעמסט זיך נישט פֿאַרן לערער?"
11169,124,53,"און צילקע האָט פֿײַנט געהאַט שטראָפֿרײד, איר פֿלעגט זיך אױסדוכטן אין אַזעלכע מינוטן, אַז זי האָט שטאַרק געזינדיקט, פֿלעגט זי זיך פֿאַררוקן אין אַ װינקל און שװײַגן."
11170,124,54,די פּאָר העלע אײגעלעך פֿלעגן אַרומשװעבן איבערן גרױסן װאַרעמען חדר.
11171,124,55,"אָנגעשראָקענע און בײזע, װי בײַ אַ געפֿאַנגענער חיה."
11172,124,56,"און אַז אַלץ פֿלעגט איר דערעסן, פֿלעגט זי זיך אַרױסגנבֿענען פֿון שטוב, אײַנװיקלען זיך אין ניכעס פֿאַטשײלע און אַװעק צום שאָסײ־װעכטער."
11173,124,57,דאָרט זענען דרײַ קינדער: צװײ שקצימלעך און אײן שיקסעלע.
11174,124,58,אַלע דרײַ מיט װײַסע האָר אױף די קעפּלעך.
11175,124,59,אױף די װענט זענען געהאַנגען איקאָנעס און הײליקע בילדער און אין שטוב האָט שטענדיק זיך געשפּירט אַ ריח פֿון קרױט און נאָך עפּעס זױערקײטן.
11176,124,60,מיט די דאָזיקע דרײַ קינדער פֿלעגט זיך צילקע שפּילן שעהען.
11177,124,61,בײַ דעם װעכטער אין שטוב האָט מען זי זײער ליב געהאַט.
11178,124,62,די װעכטערקע פֿלעגט אָפּקאָכן אַ גרױסן טאָפּ קאַרטאָפֿל און די קינדער מיט צילקען פֿלעגן זיך אַרומזעצן מיט גרױסע הילצערנע לעפֿל און עסן מיט אַ געזונטן אַפּעטיט.
11179,124,63,מיט אַ מאָל עפֿנט זיך די טיר און איסר רוקט אַרײַן זײַן קאָפּ.
11180,124,64,"צילקע בלײַבט זיצן מיט דערשראָקענע אױגן, דער לעפֿל מיט די קאַרטאָפֿל בלײַבט בײַ איר אין האַנט, װי פֿאַרגליװערט."
11181,124,65,דער טאַטע נעמט זי שװײַגנדיק פֿאַר דער האַנט און פֿירט אַװעק אַהיים.
11182,124,66,"קײן אײן װאָרט רעדט ער נישט, נאָר צילקע פֿילט זײַן כּעס און װידער זיצט זי אין אַ װינקל און הערט זיך אײַן, װי דער װינט רױשט."
11183,124,67,"אירע אײגעלעך בליצן, װי צװײ בײזע פֿײַערלעך."
11184,124,68,דער טאַטע שװײַגט.
11185,124,69,די מומע ניכע שװײַגט און צירעװעט אַ זאָק.
11186,124,70,אירע ליפּן מורמלען עפּעס.
11187,124,71,"זי רעדט צו גאָט, מיט גאָט."
11188,124,72,"און דער לערער זיצט און גריבלט זיך אין ביכער, ער האָט מיט זיך מער געלערנט, װי מיט צילקען."
11189,124,73,"דערנאָך קומט דאָס ערשטע פֿרעסטל, דער ערשטער שנײ פֿאַלט אַרױס."
11190,124,74,אין װאַלד דערהערט זיך אַ שאָס: די אַרומיקע פּריצים גײען אױף יאַגד.
11191,124,75,אַ מאָל פֿלעגן אַזעלכע יעגערס פֿאַרבלאָנדזשען צו זײ אין שטוב זיך אָנװאַרעמען און אױסטרינקען אַ גלעזל טײ.
11192,124,76,"דאָס זענען געװען הױכע געזונטע מענער מיט פּעלצלעך, מיט הינט און מיט ביקסן."
11193,124,77,אַ סך מאָל פֿלעגן זײ קומען מיט אַ פֿאַרבלוטיקטן טױטן האָז אַריבערגעװאָרפֿן איבער דער פּלײצע.
11194,124,78,"אירע נאָזלעכער פֿלעגן נעמען ציטערן, פּונקט װי זי װאָלט עפּעס אַ פֿרײַנדשאַפֿט, אַ קרובֿהשאַפֿט דערפֿילט אין די יעגערס."
11195,124,79,און מיט די קינדער פֿון שאָסײ־װעכטער פֿלעגט זי דערנאָך דאָס געשעעניש אַרומרעדן.
11196,124,80,"— דער האָז איז געװען אַזאַ פֿרישער, מיט אַזאַ רױט בלוט און די הינט האָבן אים כּסדר באַשמעקט, אַ שאָד דעם האָז."
11197,124,81,"פֿלעגט זי אַרױסקוקן לאַנג פֿון פֿענצטער און טראַכטן צי דער האָז האָט נישט געהאַט אַ שװעסטערל, צי אַ ברודערל, װעלכע בענקען איצט נאָך אים."
11198,124,82,און זי אַלײן האָט געבענקט און שטײַף צונױפֿגעדריקט אירע יונגע פֿױסטעלעך.
11199,124,83,דערנאָך פֿלעגן זיך אָנהײבן די װײַסע װינטערטעג און יעדן טאָג פֿלעגן די בײמער אַנדערע משונהדיקע געשטאַלטן פֿון פֿראָסטשטױב באַקומען.
11200,124,84,מאָדנע װײַסע געשטאַלטן.
11201,124,85,איבער נאַכט פֿלעגט צילקע דעם װאַלד נישט דערקענען.
11202,124,86,"די בײמער האָבן זיך אַלע אין װײַסן אָנגעפּעלצט, װי אַ װײַסע מחנה װאַנדערער: װוּ קלײַבן זײ זיך אַװעקצוגײן?"
11203,124,87,"דאָ איז די װעלט פֿאַרפֿרױרן און װײַס, אָבער װײַט־װײַט ביז פּרודנע, ביז מסטיבאָװע, ביז גראָדנע — אומעטום איז דאָך די װעלט איצט פֿאַרפֿרױרן און װײַס."
11204,124,88,שטײט זי אַזױ און טראַכט.
11205,124,89,פּלוצלונג פֿאַלט פֿון אַ בױם אַראָפּ אַ הױפֿן װײַסקײט און צילקע כאַפּט זיך אױף פֿון אירע חלומות.
11206,124,90,און זי נעמט לױפֿן צום שאָסײ־װעכטערס הײַזל.
11207,124,91,"דאָרט איז אינעװײניק װאַרעם, זי פּעלצט אױף גיך אָן די װײַסהאָריקע יאַטלעך און שלעפּט זײ אַרױס אין װאַלד אַרײַן."
11208,124,92,קריכן זײ אַרום אױף די אַלטע סכך־נאָדלען און אױף די װײַסע אינדזעלעך שנײ.
11209,124,93,"װײניק װערטער האָבן זײ — די װאַלדקינדער, שפּילן זײ זיך מער מיט די הענטלעך, מיט די פֿיסלעך, נעמען זיך אױף צו פֿלײַסן שלאָגן, װי יונגע װעלפֿעלעך."
11210,124,94,מיט אַ מאָל לױפֿן אָן עטלעכע גרױסע יאַגדהינט.
11211,124,95,זײ לױפֿן גלײַך אױף די קינדער.
11212,124,96,די צעשראָקענע נעמען אַנטלױפֿן און יאָמערן.
11213,124,97,"אָבער די הינט זענען גאָרנישט אױסן, זײ באַשמעקן די קינדער און לױפֿן, פֿאַרשװינדן װײַטער."
11214,124,98,נאָר פֿון שאָסײ־װעכטערס הױז איז מען שױן אַרױסגעלאָפֿן.
11215,124,99,"דער װעכטער איװאַן, זײַן װײַב מיט נאָך פֿרעמדע פּױערים."
11216,124,100,"זײ לױפֿן צו צו די קינדער, באַרויִקן זײ און אױף צילקען פֿאַלן זײ אָן."
11217,124,101,"װאָס זי, אַזאַ גרױסע און צעלאָזענע, האָט אַרױסגעשלעפּט די קינדער אין אַזאַ קעלט."
11218,124,102,זײ זידלען צילקען און בײזערן זיך אױף איר.
11219,124,103,טראָגט זי זיך שױן אָפּ פֿון דאַנעט.
11220,124,104,"אַלײן, אַ פֿאַרלאָזענע, אײַנגעװיקלט אין דער מומעס נײַעם שאַל."
11221,124,105,"עס װילט זיך איר צוריק אין שטוב נישט אַרײַן, עס װילט זיך נישט צום לערער, צו ניכען מיט די זאָקן."
11222,124,106,"קריכט זי אַזױ אַרום אין װאַלד, מאַכט שנײעלעך און שרײַט פֿון צײַט צו צײַט."
11223,124,107,אַ פֿאַרפֿרױרן עכאָ ענטפֿערט אָפּ.
11224,124,108,"„נישט אַזױ, װי זומער“ — טראַכט צילקע."
11225,124,109,און פֿאַר כּעס רײַסט זי אָפּ אַ צװײַגל פֿון אַ בױם.
11226,124,110,"װען די בײמער װאָלטן זיך לאָזן, װאָלט זי זײ גוט אָנגעשלאָגן: פֿאַר װאָס שװײַגן זײ אַלע?"
11227,124,111,"זי בלאָנדזשעט אַזױ לאַנג, װײַט."
11228,124,112,"פּלוצלונג פֿאָרט אָן אַ פֿור און זי דערזעט דעם טאַטן:
„שױן געקומען פֿון גראָדנע“."
11229,124,113,"דער טאַטע דערזעט זי און פֿרעגט:
— װאָס בלאָנדזשעסטו דאָ?"
11230,124,114,— און נעמט זי אַרױף צו זיך.
11231,124,115,"— גאָרנישט, — ענטפֿערט צילקע."
11232,124,116,— װאָס גאָרנישט?
11233,124,117,— בײזערט זיך איסר.
11234,124,118,"מיט אַ מאָל באַטראַכט ער זיך, אַז דאָס „קינד“ לעבט דאָ אַזױ אײנזאַם."
11235,124,119,— װאָלטסט אפֿשר איצטער װעלן פֿאָרן קײן גראָדנע!
11236,124,120,"דאָרט איז פֿרײלעך, דאָרט זענען דאָ אַ סך מענטשן."
11237,124,121,צילקע שאָקלט מיטן קאָפּ: „נײן“.
11238,124,122,דערהערט זי „שטאָט“ — דערשרעקט זי זיך און זי באַקומט אַזאַ רחמנות אױף דער מומע ניכען און אױף דעם גאַנצן װאַלד.
11239,124,123,װי װעט דאָ אַלץ אָן איר זײַן?
11240,124,124,"זי װעט אַװעקפֿאָרן און עפּעס אַ גרױס שטיק עלנט װעט דאָ בלײַבן אַרום יעדן בױם, אַרום יעדן בױם װעט שװעבן דער װינט און װײנען."
11241,124,125,"אַזױ טראַכט זי, צילקע, ביז די פֿור קומט צו פֿאָרן און בלײַבט שטײן בײַם שװעל."
11242,124,126,די טיר עפֿנט זיך.
11243,124,127,די מומע ניכע רוקט אַרױס דעם קאָפּ און אַ שטראָם װאַרעמע פּאַרע כאַפּט זיך אַרױס.
11244,124,128,די טיר פֿאַרמאַכט זיך.
11245,124,129,אַ שװײַגנדיק מאָנאָטאָן לעבן גײט אינעװײניק.
11246,124,130,פֿון קױמען ציט אַ רױך און בלױט זיך צװישן די גרין־װײַסע צװײַגן פֿון די סאָסנעס.
11247,124,131,די איבעריקע צװײ הײַזער שטײען אין װאַלד פֿאַרלאָזן און פֿאַרפֿרױרן.
11248,124,132,"דער װינטער לעבט זיך אײַן אין װאַלד, באַרויִקט זיך."
11249,124,133,"דער פֿראָסט פֿילט זיך זיכער, װי ער װאָלט דאָ אױף אײביק אַראָפּגעקומען."
11250,124,134,"אפֿשר דאָרט, הינטער די װעלדער, אױף די פֿרײַע פֿעלדער, אָטעמט נאָך דער װינט און הײבט אױף דינע שנײשאַלן און זײמט מיט זײ אַרום די גראָבנס, די נישט־צעאַקערטע בײטן."
11251,124,135,"לאָזט ער נישט, דער װינט, אײַנליגן דעם אומשולדיקן שנײ און שפּילט זיך מיט אים בעת דאָ אין װאַלד שלאָפֿט אַלץ מיטן אמתן װינטערשלאָף."
11252,124,136,אַלץ שלאָפֿט מיט אַזאַ װײַסער רויִקײט.
11253,124,137,"די אָנגעזײפֿטע שפּיצן פֿון די סאָסנעס, די קופּערנע שמאָלע בײַכער פֿון די בײמער שװײַגן װי אָנגעלאָדענע האַרמאַטן."
11254,124,138,עטלעכע קאָלירטע װינטער־פֿײגעלעך יאָגן זיך נאָך און זײ זינגען זיך צו יעדן פֿלי זײערן.
11255,124,139,אױך אין פֿראָסט ליבט מען זיך אױף גאָטס װעלט.
11256,124,140,"נאָר אָט שפּרינגט אַרױס פֿון ערגעץ אַ צעשראָקענער האָז, שטעלט ער אָן די לאַנגע אױערן, האָרכט די קלאַנגען און נישט־קלאַנגען פֿון װאַלד הײבט אױף אײן באַשנײט פֿיסל און באַלעקט זיך מיט דעם פֿאַרגליװערטן שנײפֿראָסט פֿון װאַלד...
װער װעט אים דאָ באַלײדיקן אין אַזאַ שטילער װעלט פֿון שנײ און גרינעם סכך?"
11257,124,141,כאָטש װײַט־װײַט הערט זיך אַ פֿאַרלױרענער עכאָ פֿון אַ שאָס.
11258,124,142,דער האָז פֿאַרשװינדט.
11259,124,143,"דער װאַלד פּלאָנטערט פֿאַרכּישופֿט אױס די צװײַגן, אַנדער ציִען זיך גלײַך צום הימל, װי זילבערנע פֿאַקלען."
11260,124,144,"די אַנדערע זעען אױס, װי צעבראָכענע קאַנדעלאַברעס און נאָך אַ ביסל װײַטער... גיב אַ קוק!"
11261,124,145,"צונױפֿגעקורטשעטע הענט פֿון גיבורים, — דער פֿראָסט האָט זײ באַזיגט."
11262,124,146,"נאָר אונטער די אַלע בילדער, אונטערן פֿראָסט און גליװער רוט און קוקט אַרױס גאָטס אױג — די גרינקײט און זאָגט אָן דעם גלױביקן מענטשן, אַז עס װעט װידער זײַן פֿרילינג, אַז דער פֿרילינג, װאָס װעט קומען װעט זײַן דער שענסטער און דער בעסטער."
11263,124,147,אַלע מענטשן װעלן זיך פֿאַרליבן אין אַזאַ פֿרילינג.
